age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
52,management,single,tertiary,no,741,no,no,cellular,7,aug,2,-1,0,unknown,no
47,blue-collar,married,primary,no,124,no,no,cellular,7,aug,2,-1,0,unknown,no
36,management,single,tertiary,no,613,no,no,cellular,7,aug,2,-1,0,unknown,no
46,management,married,tertiary,no,1514,no,no,cellular,7,aug,2,-1,0,unknown,no
57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,2,-1,0,unknown,yes
32,management,single,tertiary,no,577,no,no,cellular,7,aug,2,-1,0,unknown,no
59,services,married,primary,no,927,no,no,cellular,7,aug,2,-1,0,unknown,no
32,management,married,tertiary,no,183,yes,no,cellular,7,aug,3,-1,0,unknown,no
47,management,married,secondary,no,7,no,no,cellular,8,aug,2,-1,0,unknown,no
36,management,married,tertiary,no,162,yes,no,cellular,8,aug,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,162,no,no,cellular,8,aug,2,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,4,-1,0,unknown,no
57,unknown,married,primary,no,900,no,no,cellular,8,aug,4,-1,0,unknown,no
33,management,single,tertiary,no,238,no,no,cellular,8,aug,2,-1,0,unknown,no
44,management,single,tertiary,no,1424,yes,no,cellular,8,aug,2,-1,0,unknown,no
45,technician,married,secondary,no,581,no,no,cellular,8,aug,2,-1,0,unknown,no
34,management,married,tertiary,no,-16,no,no,cellular,8,aug,2,-1,0,unknown,no
57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,4,-1,0,unknown,no
43,admin.,married,secondary,no,324,no,no,cellular,8,aug,4,-1,0,unknown,no
59,retired,divorced,secondary,no,93,no,yes,cellular,8,aug,2,-1,0,unknown,no
35,technician,married,secondary,no,46,no,no,cellular,8,aug,4,-1,0,unknown,no
52,technician,married,secondary,no,3577,no,yes,cellular,8,aug,2,-1,0,unknown,no
51,services,married,primary,no,0,no,no,cellular,8,aug,2,-1,0,unknown,no
37,management,married,tertiary,no,5016,no,no,cellular,8,aug,1,-1,0,unknown,no
31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1,-1,0,unknown,yes
31,management,single,tertiary,no,2,no,no,cellular,8,aug,1,-1,0,unknown,yes
32,entrepreneur,married,primary,no,795,no,no,cellular,8,aug,3,-1,0,unknown,no
47,housemaid,married,secondary,no,1765,no,no,cellular,8,aug,3,-1,0,unknown,no
34,technician,single,tertiary,no,449,no,no,cellular,8,aug,3,-1,0,unknown,no
41,management,married,tertiary,no,2127,no,no,cellular,8,aug,7,-1,0,unknown,no
31,housemaid,married,primary,no,0,yes,no,cellular,11,aug,7,-1,0,unknown,no
32,technician,married,secondary,no,3275,no,no,cellular,11,aug,4,-1,0,unknown,no
49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,2,-1,0,unknown,no
48,blue-collar,married,unknown,no,617,yes,no,cellular,11,aug,2,-1,0,unknown,no
32,technician,single,secondary,no,321,yes,no,cellular,11,aug,2,-1,0,unknown,no
56,technician,married,secondary,no,944,no,no,cellular,11,aug,4,-1,0,unknown,no
32,management,single,secondary,no,67,no,no,cellular,11,aug,2,-1,0,unknown,no
60,management,married,tertiary,no,371,no,yes,cellular,11,aug,8,-1,0,unknown,no
59,retired,married,tertiary,no,3843,no,no,cellular,11,aug,4,-1,0,unknown,no
48,technician,divorced,secondary,no,353,no,no,cellular,11,aug,1,-1,0,unknown,no
32,housemaid,married,secondary,no,3832,no,no,cellular,11,aug,3,-1,0,unknown,no
42,management,married,tertiary,no,1161,no,no,cellular,11,aug,5,-1,0,unknown,no
53,blue-collar,married,primary,no,1301,no,no,cellular,11,aug,1,-1,0,unknown,no
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,2,-1,0,unknown,no
44,self-employed,married,primary,no,4,no,no,cellular,12,aug,2,-1,0,unknown,no
35,management,married,tertiary,no,1383,no,no,cellular,12,aug,2,-1,0,unknown,no
58,technician,married,secondary,no,1463,yes,no,cellular,12,aug,3,-1,0,unknown,no
34,technician,single,secondary,no,27,no,no,cellular,12,aug,9,-1,0,unknown,no
33,management,married,tertiary,no,1504,no,no,cellular,12,aug,2,-1,0,unknown,no
38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,2,-1,0,unknown,yes
30,technician,single,tertiary,yes,23,no,no,cellular,12,aug,4,-1,0,unknown,no
39,management,married,tertiary,no,1424,yes,no,cellular,12,aug,2,-1,0,unknown,no
45,admin.,married,secondary,no,43,no,no,cellular,12,aug,4,-1,0,unknown,no
30,management,single,tertiary,no,67,no,no,cellular,12,aug,4,-1,0,unknown,no
59,retired,married,secondary,no,566,no,no,cellular,12,aug,4,-1,0,unknown,no
50,management,married,tertiary,no,258,no,no,cellular,12,aug,6,-1,0,unknown,no
48,blue-collar,married,primary,no,3020,no,no,cellular,12,aug,3,-1,0,unknown,no
47,management,divorced,tertiary,no,800,no,no,cellular,12,aug,5,-1,0,unknown,no
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,3,-1,0,unknown,yes
36,management,married,tertiary,no,0,no,no,cellular,12,aug,3,-1,0,unknown,no
48,services,married,secondary,no,260,no,no,cellular,12,aug,5,-1,0,unknown,no
33,management,married,secondary,no,-285,yes,no,cellular,12,aug,3,-1,0,unknown,no
48,technician,divorced,secondary,no,145,yes,no,cellular,13,aug,5,-1,0,unknown,no
39,management,married,tertiary,no,-974,no,yes,cellular,13,aug,4,-1,0,unknown,no
53,technician,married,secondary,no,9146,no,no,cellular,13,aug,4,-1,0,unknown,no
39,blue-collar,married,primary,no,52,no,no,cellular,13,aug,1,-1,0,unknown,no
50,services,married,primary,no,12,yes,no,cellular,13,aug,1,-1,0,unknown,no
34,technician,married,secondary,no,2959,no,no,cellular,13,aug,5,-1,0,unknown,no
45,blue-collar,married,secondary,no,241,no,no,cellular,13,aug,5,-1,0,unknown,no
48,housemaid,married,primary,no,469,no,no,cellular,14,aug,2,-1,0,unknown,no
42,management,married,tertiary,no,36,no,no,cellular,14,aug,2,-1,0,unknown,no
57,retired,married,secondary,no,6610,no,no,cellular,14,aug,2,-1,0,unknown,no
59,retired,married,secondary,no,385,no,yes,telephone,14,aug,2,-1,0,unknown,no
36,technician,married,secondary,no,465,no,no,cellular,14,aug,1,-1,0,unknown,no
45,management,divorced,tertiary,no,2307,no,no,cellular,14,aug,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,3,-1,0,unknown,no
59,retired,married,primary,no,574,no,no,cellular,18,aug,6,-1,0,unknown,no
35,management,married,tertiary,no,750,yes,no,cellular,18,aug,12,-1,0,unknown,no
56,services,married,secondary,no,4914,no,no,cellular,18,aug,4,-1,0,unknown,no
44,self-employed,married,tertiary,no,8402,yes,no,cellular,18,aug,5,-1,0,unknown,no
60,blue-collar,married,secondary,no,5450,no,no,cellular,18,aug,4,-1,0,unknown,no
33,technician,married,secondary,no,79,yes,no,cellular,18,aug,6,-1,0,unknown,no
43,management,married,tertiary,no,1253,no,yes,cellular,18,aug,3,-1,0,unknown,no
35,technician,married,secondary,no,23876,no,no,cellular,18,aug,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,1350,no,no,cellular,18,aug,2,-1,0,unknown,no
36,technician,single,tertiary,no,53,no,yes,cellular,18,aug,7,-1,0,unknown,no
43,management,divorced,tertiary,no,171,no,no,cellular,18,aug,2,-1,0,unknown,no
38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,4,-1,0,unknown,no
45,technician,married,secondary,no,256,no,no,cellular,18,aug,7,-1,0,unknown,no
54,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,2,-1,0,unknown,no
47,blue-collar,married,primary,no,43,no,no,cellular,19,aug,2,-1,0,unknown,no
45,self-employed,married,secondary,no,571,yes,no,cellular,19,aug,5,-1,0,unknown,no
60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,3,-1,0,unknown,no
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,2,-1,0,unknown,no
42,management,married,tertiary,no,2137,no,no,cellular,19,aug,4,-1,0,unknown,no
50,management,married,tertiary,no,1759,no,no,cellular,19,aug,2,-1,0,unknown,no
45,admin.,married,secondary,no,740,no,yes,cellular,19,aug,2,-1,0,unknown,no
60,technician,married,secondary,no,-410,no,no,cellular,19,aug,2,-1,0,unknown,no
42,management,married,tertiary,no,356,no,no,cellular,19,aug,4,-1,0,unknown,no
40,management,married,tertiary,no,51,no,no,cellular,19,aug,2,-1,0,unknown,no
41,technician,married,secondary,no,712,no,no,cellular,19,aug,2,-1,0,unknown,no
57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,4,-1,0,unknown,yes
36,technician,married,tertiary,no,60,no,no,cellular,19,aug,2,-1,0,unknown,no
55,retired,married,secondary,no,168,no,no,cellular,19,aug,2,-1,0,unknown,no
33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,4,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,19,aug,2,-1,0,unknown,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,2,-1,0,unknown,no
48,blue-collar,married,primary,no,347,no,no,cellular,19,aug,3,-1,0,unknown,no
35,management,single,tertiary,no,3576,yes,no,cellular,19,aug,1,-1,0,unknown,no
41,management,married,tertiary,no,30,no,no,cellular,19,aug,7,-1,0,unknown,no
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,5,-1,0,unknown,no
43,technician,divorced,secondary,no,0,no,no,cellular,19,aug,3,-1,0,unknown,no
53,technician,married,secondary,no,1344,no,no,cellular,19,aug,6,-1,0,unknown,no
56,housemaid,married,primary,no,605,no,no,cellular,19,aug,6,-1,0,unknown,no
58,retired,married,unknown,no,0,no,no,cellular,20,aug,5,-1,0,unknown,no
58,retired,married,secondary,no,168,no,no,cellular,20,aug,4,-1,0,unknown,no
48,technician,divorced,tertiary,no,375,no,no,cellular,20,aug,2,-1,0,unknown,no
53,management,married,tertiary,no,404,no,no,cellular,20,aug,4,-1,0,unknown,no
46,management,divorced,secondary,no,177,no,no,cellular,20,aug,2,-1,0,unknown,no
38,management,married,secondary,no,124,no,no,cellular,20,aug,2,-1,0,unknown,no
46,technician,married,secondary,no,78,no,no,cellular,20,aug,2,-1,0,unknown,no
36,technician,married,secondary,no,3,no,no,cellular,20,aug,4,-1,0,unknown,no
32,technician,married,secondary,no,20,no,no,cellular,20,aug,2,-1,0,unknown,no
41,technician,married,secondary,no,-4,no,no,cellular,20,aug,6,-1,0,unknown,no
51,technician,married,secondary,no,-153,no,no,cellular,20,aug,4,-1,0,unknown,no
32,management,married,tertiary,no,1014,no,no,cellular,20,aug,6,-1,0,unknown,no
43,management,married,tertiary,no,715,no,no,cellular,20,aug,4,-1,0,unknown,no
36,technician,single,secondary,no,1044,yes,no,cellular,20,aug,19,-1,0,unknown,no
44,technician,married,secondary,no,7649,no,no,cellular,20,aug,6,-1,0,unknown,no
60,retired,married,secondary,no,208,no,no,cellular,20,aug,4,-1,0,unknown,no
50,blue-collar,married,primary,no,238,no,no,cellular,20,aug,2,-1,0,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,20,aug,3,-1,0,unknown,no
47,technician,married,secondary,no,52,no,no,cellular,20,aug,4,-1,0,unknown,no
54,unknown,married,unknown,no,390,no,no,cellular,20,aug,5,-1,0,unknown,no
33,management,single,tertiary,no,215,no,no,telephone,20,aug,9,-1,0,unknown,no
34,technician,single,secondary,no,666,no,no,cellular,21,aug,2,-1,0,unknown,yes
30,management,married,tertiary,no,562,no,no,cellular,21,aug,4,-1,0,unknown,no
52,admin.,married,tertiary,no,17,no,no,cellular,21,aug,4,-1,0,unknown,no
33,technician,single,tertiary,no,255,no,no,cellular,21,aug,3,-1,0,unknown,no
59,housemaid,married,secondary,no,454,no,no,cellular,21,aug,1,-1,0,unknown,no
32,management,single,tertiary,no,98,no,no,cellular,22,aug,2,-1,0,unknown,no
58,management,divorced,tertiary,no,0,no,no,cellular,22,aug,3,-1,0,unknown,no
39,management,single,tertiary,no,139,no,no,cellular,22,aug,2,-1,0,unknown,no
59,retired,married,unknown,no,575,no,no,cellular,22,aug,3,-1,0,unknown,no
37,management,married,tertiary,no,31,no,no,cellular,22,aug,2,-1,0,unknown,no
41,management,married,tertiary,no,23,no,no,cellular,22,aug,2,-1,0,unknown,no
43,technician,married,secondary,no,328,no,no,cellular,22,aug,2,-1,0,unknown,no
33,management,married,tertiary,no,4636,no,no,cellular,22,aug,6,-1,0,unknown,no
49,technician,married,secondary,no,1982,yes,yes,cellular,22,aug,15,-1,0,unknown,no
36,management,single,tertiary,no,1520,no,no,cellular,22,aug,2,-1,0,unknown,no
54,housemaid,married,primary,no,179,no,no,cellular,22,aug,2,-1,0,unknown,no
48,management,divorced,tertiary,no,2939,no,no,cellular,22,aug,4,-1,0,unknown,no
34,management,single,tertiary,no,1336,no,no,cellular,22,aug,6,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,22,aug,1,-1,0,unknown,no
37,technician,married,secondary,no,1725,no,no,cellular,22,aug,7,-1,0,unknown,no
38,management,married,tertiary,no,441,yes,yes,cellular,22,aug,7,-1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,22,aug,1,-1,0,unknown,no
33,technician,single,secondary,no,-32,no,no,cellular,25,aug,12,-1,0,unknown,no
37,self-employed,married,secondary,no,119,no,no,cellular,25,aug,4,-1,0,unknown,no
41,technician,married,secondary,no,2039,no,no,cellular,25,aug,4,-1,0,unknown,no
36,management,married,tertiary,no,3874,no,no,cellular,25,aug,6,-1,0,unknown,no
48,management,single,tertiary,no,830,no,no,cellular,25,aug,4,-1,0,unknown,yes
38,technician,divorced,secondary,no,631,yes,no,cellular,25,aug,2,-1,0,unknown,no
54,management,divorced,tertiary,no,3777,no,no,cellular,25,aug,2,-1,0,unknown,no
49,technician,married,secondary,no,5244,no,no,cellular,25,aug,4,-1,0,unknown,no
50,management,married,tertiary,no,161,no,no,cellular,26,aug,17,-1,0,unknown,no
53,blue-collar,married,secondary,no,392,no,no,cellular,26,aug,6,-1,0,unknown,no
61,management,married,tertiary,no,7935,no,no,cellular,26,aug,17,-1,0,unknown,no
44,management,married,tertiary,no,1752,no,no,cellular,26,aug,2,-1,0,unknown,no
30,technician,single,secondary,no,73,no,yes,cellular,26,aug,2,-1,0,unknown,no
33,technician,single,tertiary,no,3773,no,no,cellular,26,aug,4,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,6,-1,0,unknown,no
46,services,married,secondary,no,301,no,no,cellular,26,aug,7,-1,0,unknown,no
33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,4,-1,0,unknown,no
34,technician,single,secondary,no,1974,no,no,cellular,26,aug,3,-1,0,unknown,no
30,technician,single,secondary,no,893,no,no,cellular,26,aug,3,-1,0,unknown,no
40,management,married,tertiary,no,3160,no,no,cellular,26,aug,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,10,-1,0,unknown,no
50,housemaid,married,primary,no,0,no,no,cellular,27,aug,3,-1,0,unknown,no
48,entrepreneur,married,primary,no,386,no,yes,cellular,27,aug,5,-1,0,unknown,no
52,management,married,tertiary,no,1158,no,no,cellular,27,aug,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,2673,no,no,cellular,27,aug,4,-1,0,unknown,no
48,admin.,married,secondary,no,35,no,no,cellular,27,aug,4,-1,0,unknown,no
32,management,married,tertiary,no,2204,no,no,cellular,27,aug,4,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,12,-1,0,unknown,yes
34,technician,single,tertiary,no,-552,yes,no,cellular,27,aug,12,-1,0,unknown,no
39,management,married,tertiary,no,1041,no,no,cellular,27,aug,7,-1,0,unknown,no
33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,28,-1,0,unknown,no
59,technician,divorced,secondary,no,330,no,no,cellular,27,aug,5,-1,0,unknown,no
30,technician,single,secondary,no,194,no,yes,cellular,27,aug,3,-1,0,unknown,no
38,management,single,tertiary,no,194,no,no,cellular,27,aug,2,-1,0,unknown,no
46,self-employed,married,primary,no,49,no,no,cellular,27,aug,6,-1,0,unknown,no
30,management,single,tertiary,no,890,no,no,cellular,27,aug,18,-1,0,unknown,no
42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,5,-1,0,unknown,no
53,technician,divorced,secondary,no,28,no,no,cellular,27,aug,9,-1,0,unknown,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,3,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,10,-1,0,unknown,no
40,management,single,tertiary,no,27,no,no,cellular,27,aug,6,-1,0,unknown,no
56,technician,married,secondary,no,4073,no,no,cellular,27,aug,5,-1,0,unknown,no
52,admin.,married,secondary,no,190,no,no,cellular,27,aug,3,-1,0,unknown,no
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,8,-1,0,unknown,no
34,management,single,tertiary,no,1070,no,no,cellular,28,aug,15,-1,0,unknown,no
31,management,married,tertiary,no,-6,no,no,cellular,28,aug,6,-1,0,unknown,no
41,technician,married,secondary,no,801,no,no,cellular,28,aug,4,-1,0,unknown,no
32,management,married,tertiary,no,2431,no,no,cellular,28,aug,19,-1,0,unknown,no
43,management,single,tertiary,no,0,no,no,cellular,28,aug,2,-1,0,unknown,no
46,management,married,tertiary,no,-3,no,no,cellular,28,aug,2,-1,0,unknown,no
34,management,single,tertiary,no,46,no,no,cellular,28,aug,17,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,cellular,28,aug,15,-1,0,unknown,no
34,technician,married,secondary,no,0,no,no,cellular,28,aug,10,-1,0,unknown,no
33,management,married,tertiary,no,6174,no,no,cellular,28,aug,14,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,-1,0,unknown,no
49,services,married,secondary,no,2420,yes,no,telephone,28,aug,13,-1,0,unknown,no
34,technician,married,secondary,no,0,no,no,cellular,28,aug,13,-1,0,unknown,no
53,services,married,secondary,no,658,no,no,cellular,28,aug,25,-1,0,unknown,no
57,retired,married,unknown,no,-157,no,no,cellular,28,aug,9,-1,0,unknown,no
36,management,married,tertiary,no,200,no,no,cellular,28,aug,1,-1,0,unknown,no
44,management,married,tertiary,no,795,no,no,cellular,28,aug,24,-1,0,unknown,no
51,housemaid,married,primary,no,605,no,no,cellular,28,aug,14,-1,0,unknown,no
47,blue-collar,married,primary,no,1480,no,no,cellular,28,aug,5,-1,0,unknown,no
31,technician,single,secondary,no,3588,no,no,telephone,28,aug,27,-1,0,unknown,no
55,technician,married,secondary,no,55,no,yes,cellular,28,aug,17,-1,0,unknown,no
46,blue-collar,married,secondary,no,1673,yes,no,cellular,29,aug,10,-1,0,unknown,no
31,management,single,tertiary,no,350,no,no,cellular,29,aug,24,-1,0,unknown,no
46,management,married,tertiary,no,1008,no,no,cellular,29,aug,13,-1,0,unknown,no
35,technician,married,tertiary,no,393,no,no,cellular,29,aug,2,-1,0,unknown,no
34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,2,-1,0,unknown,no
34,admin.,married,secondary,no,96,no,no,cellular,29,aug,2,-1,0,unknown,no
36,management,married,tertiary,no,4,yes,no,cellular,29,aug,2,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,no
46,blue-collar,married,primary,no,123,no,no,cellular,29,aug,2,-1,0,unknown,no
42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,4,-1,0,unknown,no
54,technician,married,secondary,no,1670,no,no,cellular,29,aug,7,-1,0,unknown,no
45,blue-collar,married,primary,no,85,no,no,cellular,29,aug,4,-1,0,unknown,no
38,unknown,married,unknown,no,653,no,no,telephone,29,aug,18,-1,0,unknown,no
54,services,married,unknown,no,324,no,no,cellular,29,aug,11,-1,0,unknown,no
41,management,married,tertiary,no,5936,no,no,cellular,29,aug,11,-1,0,unknown,no
41,technician,married,secondary,no,593,no,no,cellular,29,aug,6,-1,0,unknown,no
36,technician,single,secondary,no,2419,no,no,cellular,29,aug,3,-1,0,unknown,no
45,admin.,divorced,secondary,no,1293,yes,yes,telephone,20,oct,1,-1,0,unknown,no
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,1,-1,0,unknown,yes
40,technician,married,secondary,no,1159,no,no,telephone,21,oct,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,1,-1,0,unknown,yes
28,student,single,secondary,no,2351,no,no,telephone,22,oct,1,-1,0,unknown,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,1,143,3,failure,yes
36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,1,-1,0,unknown,yes
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,1,170,3,failure,yes
54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,1,-1,0,unknown,no
55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,1,-1,0,unknown,no
30,management,single,secondary,no,2785,no,yes,cellular,17,nov,1,-1,0,unknown,no
39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,1,129,2,failure,no
46,management,married,tertiary,no,191,yes,no,cellular,17,nov,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1454,no,no,cellular,17,nov,1,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,nov,1,-1,0,unknown,no
42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,1,115,5,other,no
42,self-employed,married,secondary,no,5564,no,no,cellular,17,nov,2,-1,0,unknown,no
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,2,-1,0,unknown,yes
45,management,married,tertiary,no,77,yes,no,cellular,17,nov,1,-1,0,unknown,no
46,management,married,secondary,no,1306,yes,no,telephone,17,nov,1,-1,0,unknown,no
35,management,married,tertiary,no,209,yes,no,cellular,17,nov,1,-1,0,unknown,no
44,services,married,secondary,no,163,yes,no,cellular,17,nov,1,-1,0,unknown,no
45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,1,131,1,failure,no
46,management,married,tertiary,no,9678,yes,no,cellular,17,nov,1,-1,0,unknown,no
38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,2,-1,0,unknown,no
53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,1,-1,0,unknown,no
45,management,married,tertiary,no,1932,yes,no,cellular,17,nov,1,-1,0,unknown,no
52,management,married,unknown,no,672,no,yes,cellular,17,nov,1,-1,0,unknown,no
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,1,193,1,success,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,2,119,1,failure,no
56,management,single,primary,no,109,no,yes,telephone,17,nov,1,129,18,other,no
51,blue-collar,married,secondary,no,1414,yes,no,unknown,17,nov,3,186,2,failure,no
35,self-employed,married,secondary,no,3329,no,no,cellular,18,nov,1,-1,0,unknown,no
34,technician,married,tertiary,no,7717,yes,no,cellular,18,nov,1,-1,0,unknown,no
38,technician,single,tertiary,no,1674,no,no,cellular,18,nov,1,-1,0,unknown,no
32,admin.,married,tertiary,no,2831,yes,no,cellular,18,nov,2,-1,0,unknown,no
50,management,married,secondary,no,2717,yes,no,cellular,18,nov,1,-1,0,unknown,no
36,technician,married,secondary,no,154,yes,no,cellular,18,nov,1,96,2,other,no
36,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,1,182,2,failure,no
50,services,divorced,secondary,no,330,yes,yes,cellular,18,nov,1,-1,0,unknown,no
57,admin.,married,secondary,no,1509,yes,no,cellular,18,nov,1,-1,0,unknown,no
42,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,1,112,2,failure,no
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,1,-1,0,unknown,yes
52,unemployed,divorced,secondary,no,4,no,yes,unknown,18,nov,1,-1,0,unknown,no
58,management,married,primary,no,1021,no,no,unknown,18,nov,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,701,no,no,unknown,18,nov,1,-1,0,unknown,no
46,management,married,secondary,no,430,yes,no,cellular,18,nov,1,-1,0,unknown,no
38,management,married,tertiary,no,193,no,no,cellular,18,nov,1,-1,0,unknown,no
46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,1,-1,0,unknown,no
36,self-employed,married,secondary,no,44,yes,no,cellular,18,nov,1,-1,0,unknown,no
52,entrepreneur,married,tertiary,yes,-2,no,no,cellular,18,nov,1,-1,0,unknown,no
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,2,174,1,other,no
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,2,104,2,failure,no
34,blue-collar,married,secondary,no,1430,yes,yes,cellular,18,nov,3,-1,0,unknown,no
36,management,married,secondary,no,644,yes,no,cellular,18,nov,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,3766,no,no,cellular,18,nov,4,-1,0,unknown,no
53,management,married,tertiary,no,9072,no,no,cellular,18,nov,2,-1,0,unknown,no
35,management,married,tertiary,no,2472,no,no,cellular,18,nov,2,-1,0,unknown,no
42,services,married,secondary,yes,129,no,no,cellular,18,nov,3,-1,0,unknown,no
40,management,single,secondary,no,9916,no,no,cellular,18,nov,3,8,1,failure,no
51,technician,married,secondary,no,3899,yes,yes,telephone,18,nov,6,-1,0,unknown,no
41,technician,married,secondary,no,352,yes,no,cellular,18,nov,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,3,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,1,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,1,-1,0,unknown,yes
48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,4,111,3,failure,no
31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,1,180,1,other,no
55,management,married,tertiary,no,4649,yes,no,cellular,19,nov,4,-1,0,unknown,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,1,99,2,success,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,1,-1,0,unknown,no
45,housemaid,married,secondary,no,16358,no,no,telephone,19,nov,1,-1,0,unknown,no
41,admin.,single,secondary,no,621,yes,no,telephone,19,nov,1,-1,0,unknown,no
49,management,married,secondary,no,1623,yes,no,cellular,19,nov,2,-1,0,unknown,yes
50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,nov,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,2,-1,0,unknown,no
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,1,-1,0,unknown,no
32,unemployed,married,secondary,no,11524,yes,no,cellular,19,nov,3,-1,0,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,19,nov,1,-1,0,unknown,no
50,management,married,secondary,no,0,yes,no,cellular,19,nov,2,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,1323,no,no,cellular,19,nov,1,152,4,failure,no
41,blue-collar,single,secondary,no,3851,no,no,cellular,19,nov,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,nov,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,4028,no,no,cellular,19,nov,1,-1,0,unknown,no
31,services,married,secondary,no,593,yes,no,cellular,19,nov,2,-1,0,unknown,no
51,services,single,secondary,no,5610,yes,no,cellular,19,nov,2,-1,0,unknown,no
30,admin.,married,secondary,no,2074,no,no,cellular,19,nov,1,-1,0,unknown,no
